발생년,발생월,발생일,발생시,주야,요일,발생지시도,사고유형_대분류,가해자법규위반,도로형태_대분류,가해자_당사자종별,피해자_당사자종별,경도,위도,사상자수
2020,1,9,13,주,목,충남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.1109371,36.15646483,1.0
2020,1,9,15,주,목,경북,차량단독,안전운전 의무 불이행,단일로,원동기장치자전거,없음,129.4564606,36.6900504,1.0
2020,1,9,23,야,목,인천,차대차,신호위반,교차로,승용차,승합차,126.6551018,37.40081975,2.3
2020,1,10,1,야,금,경기,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.0509424,37.29993077,1.0
2020,1,10,2,야,금,전북,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.1488102,35.81356694,1.0
2020,1,10,4,야,금,서울,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.1003183,37.48847938,1.0
2020,1,10,6,주,금,경북,차량단독,안전운전 의무 불이행,교차로,원동기장치자전거,없음,128.4254438,36.099753,1.0
2020,1,10,7,주,금,경기,차대차,안전운전 의무 불이행,단일로,승합차,승용차,126.8439105,37.21738856,1.0
2020,1,10,8,주,금,전남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.4033717,34.69584946,1.0
2020,1,10,9,주,금,경기,차대차,안전운전 의무 불이행,단일로,승용차,화물차,126.9631421,37.7050761,1.7
2020,1,10,10,주,금,부산,차량단독,기타,단일로,화물차,없음,129.0433935,35.13052375,1.0
2020,1,10,15,주,금,경북,차대차,중앙선 침범,단일로,승용차,승용차,128.823251,36.70955483,1.7
2020,1,10,16,주,금,경남,차량단독,기타,단일로,농기계,없음,128.4283556,34.93520579,1.0
2020,1,10,17,주,금,충남,차대사람,안전운전 의무 불이행,교차로,승합차,보행자,126.5541188,36.70491258,1.0
2020,1,10,18,야,금,부산,차대사람,보행자 보호의무 위반,교차로,승용차,보행자,129.0843301,35.18801358,2.0
2020,1,10,23,야,금,서울,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.9933259,37.49834987,1.0
2020,1,10,23,야,금,부산,차대사람,안전운전 의무 불이행,교차로,승합차,보행자,129.0753651,35.17845818,1.0
2020,1,10,23,야,금,대전,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.3997535,36.34903219,1.3
2020,1,11,6,주,토,경북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,128.3385424,36.12020512,1.0
2020,1,11,9,주,토,전북,차량단독,안전운전 의무 불이행,단일로,화물차,없음,126.8175188,35.83855497,1.0
2020,1,11,16,주,토,경기,차량단독,안전운전 의무 불이행,교차로,이륜차,없음,126.5448748,37.67691377,1.0
2020,1,11,18,야,토,경남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,129.0386276,35.4429789,1.0
2020,1,11,19,야,토,제주,차대차,안전운전 의무 불이행,단일로,이륜차,건설기계,126.8289227,33.32566336,1.0
2020,1,11,20,야,토,경기,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.4330835,37.28082483,1.0
2020,1,11,20,야,토,대구,차대사람,안전운전 의무 불이행,단일로,이륜차,보행자,128.5846765,35.85322339,1.0
2020,1,12,14,주,일,강원,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.9401828,37.3569407,1.0
2020,1,12,16,주,일,충남,차대차,신호위반,교차로,승용차,승용차,126.4332998,36.86328234,2.0
2020,1,12,18,야,일,충북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.5418609,36.7246824,1.0
2020,1,13,4,야,월,충남,차대차,안전운전 의무 불이행,기타,화물차,화물차,127.0674703,36.34799396,1.0
2020,1,13,6,주,월,전북,차대차,중앙선 침범,교차로,자전거,승용차,126.8514903,35.57094386,1.0
2020,1,13,6,주,월,경북,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.1180789,36.12679618,1.7
2020,1,13,6,주,월,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.1859321,37.62548067,1.0
2020,1,13,14,주,월,경북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,128.2273607,36.19266261,1.0
2020,1,13,17,주,월,전북,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,126.8907075,35.81700329,1.0
2020,1,13,17,주,월,전남,차량단독,안전운전 의무 불이행,단일로,사륜오토바이(ATV),없음,126.0527487,34.47256241,1.0
2020,1,13,18,야,월,경남,차대차,안전운전 의무 불이행,교차로,승용차,이륜차,128.7324573,34.87760666,1.0
2020,1,13,19,야,월,전북,차대사람,안전운전 의무 불이행,기타,화물차,보행자,127.238644,35.43940924,1.0
2020,1,13,19,야,월,전북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.2485291,35.69588209,1.0
2020,1,13,20,야,월,서울,차대차,안전운전 의무 불이행,교차로,자전거,승합차,127.0439398,37.47136204,1.0
2020,1,13,20,야,월,충북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.4969582,36.61577132,1.0
2020,1,13,20,야,월,충남,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.4845143,36.78673088,1.0
2020,1,14,0,야,화,경기,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.0754048,37.25573557,1.0
2020,1,14,6,주,화,전남,차대차,안전운전 의무 불이행,단일로,화물차,원동기장치자전거,126.5954027,34.7324508,1.0
2020,1,14,6,주,화,경남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.5278445,35.26657454,1.0
2020,1,14,7,주,화,서울,차대사람,신호위반,교차로,자전거,보행자,127.0930048,37.61597961,1.0
2020,1,14,10,주,화,부산,차량단독,안전운전 의무 불이행,교차로,건설기계,없음,128.9906211,35.18636881,1.0
2020,1,14,10,주,화,경남,차량단독,안전운전 의무 불이행,교차로,사륜오토바이(ATV),없음,127.8895114,34.87876617,1.0
2020,1,14,10,주,화,경남,차대차,안전운전 의무 불이행,단일로,화물차,화물차,128.033836,35.08034175,1.7
2020,1,14,11,주,화,경기,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.0573484,37.08232832,1.0
2020,1,14,13,주,화,경북,차대차,안전운전 의무 불이행,교차로,화물차,화물차,129.3716077,36.25401992,1.0
2020,1,14,14,주,화,서울,차대사람,기타,기타,건설기계,보행자,126.8316925,37.53083283,1.0
2020,1,14,16,주,화,광주,차대차,신호위반,교차로,이륜차,승용차,126.7998248,35.15623944,1.0
2020,1,14,17,주,화,경기,차대차,신호위반,단일로,승용차,이륜차,126.7608418,37.52721266,1.3
2020,1,14,18,야,화,전남,차대사람,과속,단일로,승용차,보행자,126.4281115,34.92562933,1.0
2020,1,14,19,야,화,대전,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.419817,36.36775429,1.0
2020,1,14,21,야,화,충북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.6687487,36.07763931,1.0
2020,1,15,2,야,수,경기,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.5821361,37.47948946,1.0
2020,1,15,5,야,수,경남,차대차,신호위반,교차로,화물차,자전거,128.6761156,35.19943092,1.0
2020,1,15,6,주,수,강원,차대차,안전운전 의무 불이행,단일로,승용차,화물차,128.2162588,37.49490619,1.0
2020,1,15,7,주,수,경기,차대차,안전운전 의무 불이행,단일로,승합차,승합차,127.1035687,37.2826173,9.2
2020,1,15,7,주,수,충남,차대사람,과속,교차로,승용차,보행자,126.5606835,36.3887898,1.0
2020,1,15,7,주,수,전북,차대사람,과속,단일로,승용차,보행자,127.0556374,35.92175337,1.0
2020,1,15,7,주,수,전남,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,126.8194049,34.43073789,1.0
2020,1,15,10,주,수,경남,차량단독,안전운전 의무 불이행,단일로,승용차,없음,128.1536235,35.18241436,1.0
2020,1,15,13,주,수,경기,차대차,신호위반,교차로,원동기장치자전거,화물차,126.8379128,37.32833373,1.3
2020,1,15,13,주,수,경남,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.5784446,35.20562399,1.0
2020,1,15,15,주,수,전남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.5570815,34.85426259,1.0
2020,1,15,15,주,수,제주,차대차,기타,교차로,화물차,화물차,126.4400096,33.46095713,1.7
2020,1,15,16,주,수,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.9847659,36.29437745,1.7
2020,1,15,17,주,수,경북,차대사람,과속,교차로,승용차,보행자,128.4729943,36.58112199,1.3
2020,1,15,18,야,수,충남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.0863211,36.29213824,1.0
2020,1,15,18,야,수,경북,차대차,안전운전 의무 불이행,단일로,화물차,승용차,128.3898976,35.98060236,3.0999999999999996
2020,1,15,18,야,수,경남,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.8662102,35.26999776,1.0
2020,1,15,20,야,수,경기,차대사람,신호위반,교차로,승용차,보행자,126.9376819,37.36937592,2.4
2020,1,15,20,야,수,충남,차대사람,기타,단일로,승용차,보행자,126.6479538,36.74088616,1.0
2020,1,16,0,야,목,서울,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.9198002,37.526507,1.0
2020,1,16,13,주,목,경기,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,127.5915543,37.11367743,1.0
2020,1,16,15,주,목,경남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,128.373786,34.90142634,1.0
2020,1,16,15,주,목,경기,차대차,안전운전 의무 불이행,교차로,화물차,화물차,126.7231701,37.77062542,1.9
2020,1,16,18,야,목,경남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,129.1650196,35.40630327,1.0
2020,1,17,5,야,금,경기,차대차,과속,교차로,승용차,자전거,126.9423418,37.34707989,1.0
2020,1,17,6,주,금,경기,차대사람,과속,단일로,승용차,보행자,126.885502,37.42373026,1.0
2020,1,17,11,주,금,서울,차대사람,신호위반,교차로,이륜차,보행자,127.0652151,37.50480794,1.3
2020,1,17,18,야,금,경남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.9842598,34.72692065,1.0
2020,1,17,21,야,금,경기,차대차,중앙선 침범,단일로,원동기장치자전거,승용차,127.170547,37.22467874,1.0
2020,1,17,21,야,금,전남,차대차,안전운전 의무 불이행,교차로,이륜차,승용차,126.4601677,34.81092162,1.0
2020,1,17,21,야,금,광주,차대사람,과속,단일로,승용차,보행자,126.8029394,35.1437869,1.3
2020,1,17,21,야,금,경기,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,126.8027743,37.75503494,1.0
2020,1,17,22,야,금,충남,차대사람,안전운전 의무 불이행,교차로,승합차,보행자,127.1591133,36.80016889,1.7
2020,1,17,22,야,금,전남,차대차,안전운전 의무 불이행,단일로,원동기장치자전거,승합차,126.454272,34.75399037,1.0
2020,1,18,5,야,토,대구,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.5154084,35.856822,1.0
2020,1,18,6,주,토,부산,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,129.0138277,35.23711723,1.0
2020,1,18,6,주,토,충남,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.1153206,36.82413149,1.0
2020,1,18,18,야,토,전남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.4339043,35.27943467,1.0
2020,1,18,23,야,토,부산,차량단독,안전운전 의무 불이행,단일로,승용차,없음,129.0108041,35.25456946,1.7
2020,1,19,1,야,일,경기,차대차,중앙선 침범,단일로,승용차,승용차,126.9523633,37.19507114,1.9
2020,1,19,6,주,일,충남,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,127.0938937,36.19106426,1.0
2020,1,19,8,주,일,경기,차대차,안전운전 의무 불이행,교차로,승용차,자전거,127.3252493,37.33578097,1.0
2020,1,19,14,주,일,경기,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,126.7446713,37.38875273,1.0
2020,1,19,15,주,일,경북,차량단독,안전운전 의무 불이행,단일로,농기계,없음,128.1878896,36.08718882,1.0
2020,1,19,15,주,일,경기,차량단독,안전운전 의무 불이행,교차로,화물차,없음,127.5167685,37.81088708,1.0
2020,1,19,19,야,일,강원,차대사람,안전운전 의무 불이행,단일로,건설기계,보행자,128.355678,37.243661,1.0
2020,1,19,20,야,일,경남,차량단독,안전운전 의무 불이행,단일로,화물차,없음,127.8870408,35.17695009,1.0
2020,1,20,4,야,월,전북,차대차,안전운전 의무 불이행,단일로,화물차,불명,126.8441351,35.8872271,3.0999999999999996
2020,1,20,7,주,월,경기,차대차,안전거리 미확보,단일로,이륜차,승용차,126.8584992,37.33122338,1.7
2020,1,20,10,주,월,경북,차량단독,안전운전 의무 불이행,단일로,승용차,없음,128.4458194,36.69713353,1.0
2020,1,20,12,주,월,충북,차대차,교차로 통행방법 위반,교차로,승용차,화물차,127.4227042,36.614971,2.3
2020,1,20,15,주,월,전북,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,127.6538386,35.86730314,1.0
2020,1,21,6,주,화,경기,차대사람,안전운전 의무 불이행,교차로,승합차,보행자,126.9164897,37.11412482,1.0
2020,1,21,6,주,화,전남,차대사람,과속,단일로,승용차,보행자,126.9290991,34.49659003,1.0
2020,1,21,12,주,화,서울,차량단독,안전운전 의무 불이행,단일로,승용차,없음,126.8892134,37.5486413,1.0
2020,1,21,12,주,화,경남,차대차,중앙선 침범,단일로,원동기장치자전거,승용차,128.1680784,34.980767,1.0
2020,1,21,13,주,화,경북,차량단독,안전운전 의무 불이행,단일로,농기계,없음,130.8488296,37.4719929,1.0
2020,1,21,16,주,화,광주,차대차,안전운전 의무 불이행,교차로,승용차,이륜차,126.8555739,35.19016413,1.0
2020,1,21,18,야,화,서울,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.9346897,37.55599023,1.0
2020,1,21,18,야,화,경기,차대차,안전운전 의무 불이행,교차로,이륜차,승합차,127.1090991,37.34090694,1.0
2020,1,21,18,야,화,인천,차대차,안전운전 의무 불이행,단일로,승용차,화물차,126.5476789,37.49086761,1.3
2020,1,21,19,야,화,경남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.855431,35.82708322,1.0
2020,1,21,21,야,화,경북,차대차,안전운전 의무 불이행,단일로,승용차,화물차,128.3306339,35.8366215,1.0
2020,1,21,22,야,화,충남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.9012814,36.59227093,1.0
2020,1,22,1,야,수,경기,차대차,과속,단일로,승용차,화물차,126.6189037,37.64702566,1.0
2020,1,22,6,주,수,전남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.4672176,35.20417364,1.7
2020,1,22,7,주,수,서울,차대차,기타,교차로,승용차,자전거,126.8764805,37.50587516,1.0
2020,1,22,11,주,수,대전,차대차,안전운전 의무 불이행,단일로,건설기계,화물차,127.4299632,36.27831835,1.0
2020,1,22,12,주,수,대구,차량단독,과속,단일로,승용차,없음,128.5726238,35.83484044,1.7
2020,1,22,18,야,수,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.1389458,37.05521943,1.0
2020,1,22,18,야,수,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.7492447,37.32543372,1.0
2020,1,22,18,야,수,전북,차대사람,중앙선 침범,교차로,승용차,보행자,126.9673742,35.92918042,1.0
2020,1,22,18,야,수,광주,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.8978721,35.12905968,1.0
2020,1,22,20,야,수,충남,차대차,안전운전 의무 불이행,교차로,승용차,승합차,127.1414063,36.88811751,2.2
2020,1,22,22,야,수,충남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.1161521,36.80132709,1.0
2020,1,22,23,야,수,경기,차대차,안전운전 의무 불이행,단일로,자전거,승용차,127.3079099,37.36669874,1.0
2020,1,22,23,야,수,경기,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.6559874,37.64252883,1.0
2020,1,23,1,야,목,전북,차대차,신호위반,교차로,승용차,화물차,126.6924794,35.43543818,2.7
2020,1,23,3,야,목,경남,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,128.6815089,35.15312362,1.0
2020,1,23,5,야,목,부산,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,129.0963999,35.12424883,1.0
2020,1,23,8,주,목,부산,차대사람,과속,단일로,승용차,보행자,128.9825313,35.1694871,1.0
2020,1,23,8,주,목,전북,차량단독,안전운전 의무 불이행,단일로,승용차,없음,126.9730619,35.61306896,1.0
2020,1,23,9,주,목,경기,차대차,교차로 통행방법 위반,교차로,이륜차,승용차,127.0042093,37.28924304,1.3
2020,1,23,9,주,목,경기,차대차,안전운전 의무 불이행,단일로,화물차,승용차,126.8081401,37.44593593,1.0
2020,1,23,12,주,목,대전,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.4468146,36.32049248,1.0
2020,1,23,13,주,목,경기,차대차,중앙선 침범,단일로,화물차,승용차,127.6510753,37.24408731,2.6999999999999997
2020,1,23,13,주,목,울산,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,129.3577526,35.59228707,1.0
2020,1,23,14,주,목,경기,차대차,신호위반,교차로,화물차,승용차,127.0384608,37.15974209,1.7
2020,1,23,17,주,목,전남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.4874711,35.03876062,1.0
2020,1,23,18,야,목,경북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,128.1496096,36.36521281,1.0
2020,1,23,18,야,목,경남,차대차,안전운전 의무 불이행,단일로,화물차,자전거,127.8193132,35.62394791,1.0
2020,1,23,22,야,목,부산,차대차,신호위반,교차로,승용차,이륜차,129.0595999,35.13437529,1.0
2020,1,23,23,야,목,경기,차대차,안전운전 의무 불이행,교차로,승용차,이륜차,126.8156338,37.34920898,1.0
2020,1,24,5,야,금,충남,차대사람,보행자 보호의무 위반,교차로,승합차,보행자,126.6567803,36.59520916,1.0
2020,1,24,5,야,금,경북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,129.0998054,36.00851126,1.0
2020,1,24,6,주,금,대구,차대사람,과속,교차로,화물차,보행자,128.5549381,35.87047371,1.0
2020,1,24,14,주,금,경북,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,129.0048636,35.88344845,1.0
2020,1,24,17,주,금,서울,차대사람,보행자 보호의무 위반,교차로,화물차,보행자,126.8531598,37.56116184,1.0
2020,1,24,17,주,금,충남,차대차,안전운전 의무 불이행,단일로,승용차,승용차,127.1244391,36.21352262,3.2
2020,1,24,18,야,금,경북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,129.3634313,36.03433479,1.0
2020,1,25,0,야,토,전북,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.5165806,35.50271075,1.0
2020,1,25,15,주,토,전남,차대차,기타,단일로,이륜차,승용차,126.2705594,34.47905074,1.0
2020,1,25,22,야,토,충남,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.0687847,36.34203957,1.0
2020,1,26,0,야,일,서울,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.9351765,37.60216476,1.0
2020,1,26,6,주,일,대구,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.5214128,35.85869505,1.0
2020,1,26,10,주,일,강원,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.9258813,37.35588436,1.0
2020,1,26,18,야,일,충남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.135063,36.65698773,1.0
2020,1,26,23,야,일,충남,차대차,중앙선 침범,단일로,승용차,승용차,127.3187579,36.75409331,2.4
2020,1,27,1,야,월,경남,차대차,안전운전 의무 불이행,단일로,승용차,승용차,128.8781118,35.16963831,2.5999999999999996
2020,1,27,5,야,월,전북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,126.759491,35.98432303,1.0
2020,1,27,5,야,월,대전,차대사람,과속,교차로,화물차,보행자,127.4482598,36.34205806,1.0
2020,1,27,6,주,월,제주,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.5421578,33.49976917,1.0
2020,1,27,18,야,월,경기,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.1667223,37.24338117,1.0
2020,1,27,18,야,월,충북,차량단독,안전운전 의무 불이행,교차로,화물차,없음,127.6825782,36.92991314,1.0
2020,1,27,18,야,월,경북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,128.3062985,36.13983139,1.0
2020,1,27,20,야,월,대전,차대사람,보행자 보호의무 위반,기타,승용차,보행자,127.4318415,36.33338599,1.0
2020,1,28,2,야,화,울산,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,129.3718796,35.58326977,1.0
2020,1,28,4,야,화,경남,차량단독,안전운전 의무 불이행,교차로,이륜차,없음,128.8673914,35.2211977,1.0
2020,1,28,9,주,화,경남,차대차,안전운전 의무 불이행,단일로,화물차,화물차,128.5086056,35.47451995,1.0
2020,1,28,10,주,화,경기,차대차,신호위반,교차로,승용차,화물차,127.062036,37.39094895,1.3
2020,1,28,10,주,화,경기,차량단독,안전운전 의무 불이행,단일로,원동기장치자전거,없음,127.074755,38.11711797,1.0
2020,1,28,16,주,화,경기,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.0189142,37.73976547,1.0
2020,1,28,18,야,화,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.0431138,37.77084013,1.0
2020,1,29,7,주,수,부산,차대차,신호위반,교차로,승용차,이륜차,129.0655133,35.15774985,1.6
2020,1,29,10,주,수,경기,차대차,중앙선 침범,교차로,화물차,화물차,127.400013,37.36280129,2.0
2020,1,29,11,주,수,경남,차대차,안전거리 미확보,교차로,화물차,화물차,127.7729888,35.03862067,1.3
2020,1,29,11,주,수,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.7899965,37.65347929,1.0
2020,1,29,12,주,수,경북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,129.3876361,36.35111931,1.0
2020,1,29,13,주,수,경기,차대차,안전운전 의무 불이행,단일로,승용차,승용차,127.3848961,37.69887819,2.0
2020,1,29,14,주,수,전남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.5615164,34.66881851,1.0
2020,1,29,15,주,수,전남,차대차,기타,단일로,승용차,원동기장치자전거,127.0137421,35.23643842,1.0
2020,1,29,15,주,수,대전,차대차,안전운전 의무 불이행,교차로,승용차,이륜차,127.3745483,36.33952417,1.0
2020,1,29,18,야,수,서울,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.1568919,37.49629358,1.0
2020,1,29,19,야,수,경기,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.1190585,38.02577261,1.0
2020,1,29,22,야,수,충북,차대차,과속,단일로,승용차,건설기계,127.6064652,36.98111342,1.7
2020,1,30,1,야,목,경북,차대차,중앙선 침범,단일로,승용차,승용차,128.3429288,35.74906319,1.7
2020,1,30,2,야,목,경북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,128.415797,36.12904609,1.0
2020,1,30,6,주,목,대전,차대차,안전운전 의무 불이행,단일로,화물차,화물차,127.4388202,36.31464664,1.0
2020,1,30,6,주,목,울산,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,129.2903432,35.45947677,1.0
2020,1,30,7,주,목,경기,차대차,안전운전 의무 불이행,단일로,화물차,건설기계,126.9426862,37.20401297,1.0
2020,1,30,7,주,목,전북,차대사람,신호위반,교차로,건설기계,보행자,127.1203128,35.84621971,1.0
2020,1,30,11,주,목,제주,차량단독,안전운전 의무 불이행,단일로,승용차,없음,126.8088755,33.55275506,1.0
2020,1,30,11,주,목,경기,차대사람,안전운전 의무 불이행,단일로,특수차,보행자,126.9657689,37.80682875,1.0
2020,1,30,13,주,목,경기,차대차,신호위반,교차로,사륜오토바이(ATV),승합차,127.2158197,37.92110894,2.0
2020,1,30,18,야,목,경기,차대차,안전운전 의무 불이행,교차로,화물차,자전거,126.9315373,37.36200034,1.0
2020,1,30,18,야,목,전남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.7700659,34.68858165,1.0
2020,1,30,21,야,목,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.3835671,36.11103192,1.0
2020,1,31,5,야,금,서울,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.9881486,37.57740042,1.0
2020,1,31,6,주,금,충남,차대차,안전운전 의무 불이행,기타,승용차,화물차,127.1145455,36.58227032,1.0
2020,1,31,12,주,금,경기,차량단독,안전운전 의무 불이행,교차로,승용차,없음,126.5668653,37.70387666,1.3
2020,1,31,12,주,금,전북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.1803293,35.97498645,1.0
2020,1,31,15,주,금,부산,차대차,중앙선 침범,단일로,승용차,승용차,128.9372526,35.16164689,2.3
2020,1,31,17,주,금,경기,차대차,안전운전 의무 불이행,단일로,승용차,승용차,127.1028296,37.36522341,1.6
2020,1,31,21,야,금,부산,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,129.0638322,35.15538231,1.0
2020,1,31,22,야,금,대구,차대차,안전운전 의무 불이행,단일로,승용차,승용차,128.6488701,35.86294052,1.7
2020,2,1,0,야,토,충남,차대차,과속,단일로,승용차,자전거,126.7546753,36.86921181,1.3
2020,2,1,1,야,토,경남,차대차,안전운전 의무 불이행,단일로,승용차,특수차,128.6413767,35.23435974,1.0
2020,2,1,5,야,토,경남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.0938116,35.19463382,1.0
2020,2,1,10,주,토,전북,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,127.1683504,35.93805611,1.0
2020,2,2,5,야,일,전북,차대차,안전거리 미확보,단일로,승용차,자전거,127.0706197,35.82697253,1.0
2020,2,2,5,야,일,대구,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.5753563,35.85108031,1.0
2020,2,2,5,야,일,대전,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.3267076,36.30035536,1.0
2020,2,2,8,주,일,경기,차대차,안전운전 의무 불이행,단일로,승용차,화물차,126.7383237,37.6058283,1.0
2020,2,2,16,주,일,경기,차대차,중앙선 침범,단일로,승용차,승용차,127.2829824,38.02155683,4.4
2020,2,2,17,주,일,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.7615549,35.62625865,1.0
2020,2,2,19,야,일,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.1676754,36.40397766,1.0
2020,2,2,22,야,일,서울,차대차,안전운전 의무 불이행,교차로,자전거,화물차,127.1262656,37.54077826,1.0
2020,2,2,23,야,일,경기,차대차,안전운전 의무 불이행,단일로,화물차,승용차,126.7593268,37.48354196,1.7
2020,2,3,5,야,월,전북,차대사람,보행자 보호의무 위반,교차로,화물차,보행자,126.681594,35.97182517,1.0
2020,2,3,6,주,월,경남,차량단독,안전운전 의무 불이행,단일로,승용차,없음,128.2174134,34.95823097,1.0
2020,2,3,8,주,월,경기,차대사람,신호위반,교차로,승합차,보행자,126.8254526,37.83157064,1.0
2020,2,3,10,주,월,서울,차대차,신호위반,교차로,화물차,이륜차,126.8978983,37.53615087,1.0
2020,2,3,10,주,월,전남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.4494423,35.40682843,1.0
2020,2,3,12,주,월,충남,차대차,안전운전 의무 불이행,단일로,화물차,화물차,127.1160663,36.67685991,1.3
2020,2,3,13,주,월,경기,차대사람,안전운전 의무 불이행,교차로,승합차,보행자,127.1890646,37.23629382,1.0
2020,2,3,13,주,월,강원,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.9354429,37.35349694,1.7
2020,2,3,15,주,월,충남,차대사람,과속,단일로,승용차,보행자,126.3002,36.67599583,1.0
2020,2,4,1,야,화,경북,차량단독,안전운전 의무 불이행,단일로,승용차,없음,128.8550785,36.55489972,1.0
2020,2,4,2,야,화,광주,차대차,중앙선 침범,단일로,승용차,승용차,126.8510869,35.1742703,5.8999999999999995
