발생년,발생월,발생일,발생시,주야,요일,발생지시도,사고유형_대분류,가해자법규위반,도로형태_대분류,가해자_당사자종별,피해자_당사자종별,경도,위도,사상자수
2021,12,21,6,주,화,충남,차대차,기타,단일로,화물차,화물차,127.0930849,36.48822591,1.0
2021,12,21,14,주,화,충북,차대차,안전운전 의무 불이행,단일로,승용차,화물차,127.4613662,36.65394356,1.0
2021,12,21,17,주,화,전남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.9757003,34.56024957,1.3
2021,12,21,18,야,화,경남,차대차,신호위반,교차로,화물차,이륜차,128.404895,34.89669912,1.0
2021,12,22,1,야,수,경기,차량단독,안전운전 의무 불이행,교차로,승용차,없음,127.1019789,37.30815381,1.7
2021,12,22,8,주,수,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.7734426,37.6013538,1.0
2021,12,22,10,주,수,전남,차대차,신호위반,교차로,화물차,화물차,126.4433357,34.75655604,1.0
2021,12,22,11,주,수,경북,차대차,안전운전 의무 불이행,교차로,승용차,자전거,128.2054163,36.59984563,1.0
2021,12,22,11,주,수,경북,차량단독,안전운전 의무 불이행,단일로,농기계,없음,128.2196923,36.61775384,1.0
2021,12,22,13,주,수,부산,차대사람,기타,교차로,승용차,보행자,129.1167251,35.16872578,2.0
2021,12,22,18,야,수,경북,차대차,중앙선 침범,기타,승용차,승용차,128.9477675,35.93208405,1.3
2021,12,22,21,야,수,경기,차대차,안전운전 의무 불이행,단일로,화물차,이륜차,127.1345571,37.6311464,1.0
2021,12,23,10,주,목,광주,차대사람,보행자 보호의무 위반,교차로,건설기계,보행자,126.8770348,35.09818535,1.0
2021,12,23,12,주,목,전남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.9563131,34.56955244,1.0
2021,12,23,13,주,목,제주,차대차,기타,교차로,승용차,승용차,126.2789978,33.24841111,2.3
2021,12,23,14,주,목,대구,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,128.4735697,35.76995838,2.6
2021,12,23,19,야,목,경기,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.6087215,37.11516831,1.0
2021,12,24,3,야,금,울산,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,129.2933576,35.55692275,1.0
2021,12,24,6,주,금,경남,차대차,신호위반,교차로,원동기장치자전거,승용차,129.187252,35.43057099,1.0
2021,12,24,7,주,금,충남,차대사람,기타,교차로,승용차,보행자,126.6098317,36.36146296,1.0
2021,12,24,13,주,금,전남,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.5822801,34.98022349,1.0
2021,12,24,18,야,금,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.2032789,37.54352069,1.0
2021,12,24,19,야,금,인천,차대차,안전운전 의무 불이행,단일로,건설기계,기타,126.6479788,37.4571121,1.0
2021,12,25,4,야,토,서울,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.909634,37.54988987,1.0
2021,12,25,4,야,토,서울,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.9070553,37.56243269,1.0
2021,12,25,17,주,토,제주,차량단독,안전운전 의무 불이행,교차로,승용차,없음,126.8407828,33.33527597,1.0
2021,12,26,1,야,일,강원,차량단독,안전운전 의무 불이행,단일로,화물차,없음,127.5942167,37.68708922,1.0
2021,12,26,20,야,일,전남,차량단독,안전운전 의무 불이행,단일로,개인형이동수단(PM),없음,127.6995844,34.72563656,1.0
2021,12,26,21,야,일,경기,차대사람,신호위반,교차로,승용차,보행자,126.7191413,37.77368125,1.0
2021,12,26,22,야,일,경기,차대차,교차로 통행방법 위반,교차로,승용차,이륜차,126.7538407,37.34461694,1.0
2021,12,27,4,야,월,충남,차대차,안전운전 의무 불이행,기타,화물차,화물차,126.7241843,36.62293671,1.0
2021,12,27,10,주,월,경기,차대차,중앙선 침범,단일로,화물차,건설기계,126.8566463,37.58613541,1.0
2021,12,27,11,주,월,경북,차량단독,안전운전 의무 불이행,교차로,승용차,없음,129.4019228,36.51662066,1.0
2021,12,27,14,주,월,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.9940365,37.25671383,1.0
2021,12,27,15,주,월,전남,차량단독,안전운전 의무 불이행,기타,화물차,없음,126.877226,34.49865427,1.0
2021,12,27,18,야,월,경남,차대차,교차로 통행방법 위반,교차로,화물차,이륜차,128.7720568,35.26008771,1.0
2021,12,27,20,야,월,경기,차대사람,보행자 보호의무 위반,교차로,승합차,보행자,127.0111239,37.2702254,1.0
2021,12,27,20,야,월,충남,차대차,안전운전 의무 불이행,단일로,승용차,승용차,126.8997957,36.88702558,3.0
2021,12,27,23,야,월,서울,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.907914,37.49049845,1.0
2021,12,27,23,야,월,경기,차대차,기타,단일로,승용차,승용차,127.741698,37.27380946,1.3
2021,12,28,4,야,화,충남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,126.9921623,36.40879412,1.0
2021,12,28,6,주,화,경북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,128.8172293,35.91587254,1.0
2021,12,28,6,주,화,인천,차대사람,보행자 보호의무 위반,교차로,화물차,보행자,126.4945542,37.49040035,1.0
2021,12,28,8,주,화,강원,차대사람,안전운전 의무 불이행,기타,승용차,보행자,128.6670441,37.39301327,1.0
2021,12,28,16,주,화,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.6189494,36.82901677,1.0
2021,12,28,16,주,화,울산,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,129.2124141,35.45465758,1.0
2021,12,28,17,주,화,강원,차량단독,안전운전 의무 불이행,단일로,화물차,없음,127.3086981,38.27886778,1.3
2021,12,28,18,야,화,전남,차대차,안전운전 의무 불이행,기타,승합차,승용차,126.3661919,34.69572717,1.0
2021,12,28,18,야,화,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.5271508,36.84953246,1.0
2021,12,28,22,야,화,충남,차대차,안전운전 의무 불이행,단일로,승용차,승용차,127.0664968,36.78666989,1.0
2021,12,28,23,야,화,대전,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.3216172,36.29567785,1.0
2021,12,29,12,주,수,부산,차대차,신호위반,교차로,승합차,이륜차,129.0296828,35.21065417,1.0
2021,12,29,13,주,수,경북,차대차,중앙선 침범,기타,화물차,화물차,128.7480088,36.87286537,2.3
2021,12,29,15,주,수,전남,차대차,중앙선 침범,단일로,화물차,승용차,127.5672069,35.19710803,1.6
2021,12,29,17,주,수,전북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.1499761,35.86389569,1.0
2021,12,29,18,야,수,충북,차대차,신호위반,교차로,승합차,이륜차,127.4965194,36.6752701,1.0
2021,12,29,18,야,수,경남,차량단독,안전운전 의무 불이행,교차로,이륜차,없음,129.0016005,35.326645,1.0
2021,12,29,23,야,수,부산,차대차,신호위반,단일로,이륜차,승용차,129.0394634,35.16146657,1.0
2021,12,30,3,야,목,경북,차량단독,안전운전 의무 불이행,단일로,승용차,없음,128.6127063,36.50823337,1.0
2021,12,30,13,주,목,전남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,126.6643058,34.78864388,1.3
2021,12,30,14,주,목,강원,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,127.9559244,37.34772304,1.0
2021,12,30,14,주,목,인천,차량단독,안전운전 의무 불이행,단일로,화물차,없음,124.6898039,37.93223172,1.0
2021,12,30,16,주,목,경기,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.8025649,37.74831893,1.0
2021,12,30,17,주,목,전남,차대차,안전운전 의무 불이행,단일로,승용차,건설기계,126.9273938,34.71356094,1.7
2021,12,30,19,야,목,경북,차대차,중앙선 침범,단일로,승용차,승용차,128.3428033,36.27612631,1.7
2021,12,30,21,야,목,서울,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.905542,37.48777526,1.0
2021,12,30,21,야,목,부산,차대차,안전운전 의무 불이행,단일로,승용차,승용차,129.1036478,35.26141209,1.0
2021,12,30,22,야,목,전남,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.4093564,35.02363648,1.0
2021,12,30,23,야,목,경기,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.2440269,37.02177904,1.0
2021,12,31,2,야,금,제주,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.6906054,33.53307179,1.0
2021,12,31,7,주,금,대전,차대사람,기타,단일로,승용차,보행자,127.3897168,36.35360318,1.0
2021,12,31,11,주,금,부산,차대차,신호위반,교차로,이륜차,이륜차,128.9930953,35.09441465,1.3
2021,12,31,16,주,금,경북,차대차,안전운전 의무 불이행,교차로,승용차,이륜차,128.8187299,35.89143352,1.0
2021,12,31,17,주,금,제주,차대차,안전운전 의무 불이행,단일로,화물차,화물차,126.8602479,33.51769867,1.0
2021,12,31,18,야,금,강원,차대사람,보행자 보호의무 위반,단일로,승용차,보행자,127.7628449,37.8404646,1.0
2021,12,31,19,야,금,경북,차대사람,보행자 보호의무 위반,교차로,승용차,보행자,128.1559428,36.418521,1.0
2021,12,31,21,야,금,강원,차량단독,중앙선 침범,단일로,승용차,없음,127.9853861,38.09791325,1.0
2022,1,1,10,주,토,전남,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.50064609,34.9395644,1.0
2022,1,1,14,주,토,전북,차대차,안전운전 의무 불이행,단일로,원동기장치자전거,승용차,127.1227096,35.84448986,1.0
2022,1,1,17,주,토,경기,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.11936494,38.18866892,1.0
2022,1,1,20,야,토,부산,차대차,안전운전 의무 불이행,단일로,승용차,승용차,129.22577347,35.25892007,1.0
2022,1,2,6,주,일,서울,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.93618244,37.57980009,1.0
2022,1,2,20,야,일,부산,차대차,안전거리 미확보,단일로,승용차,이륜차,129.17873039,35.32822763,1.0
2022,1,2,21,야,일,인천,차대사람,기타,단일로,승용차,보행자,126.6774716,37.45872717,1.0
2022,1,3,4,야,월,경기,차대차,안전운전 의무 불이행,기타,화물차,화물차,127.13973948,37.42814058,1.3
2022,1,3,15,주,월,충북,차대사람,신호위반,교차로,승합차,보행자,127.5035681,36.631809,1.0
2022,1,3,15,주,월,경남,차대차,안전운전 의무 불이행,단일로,화물차,화물차,128.33960086,35.01492294,1.7
2022,1,3,16,주,월,경북,차량단독,기타,단일로,원동기장치자전거,없음,129.47305118,36.71386019,1.0
2022,1,3,18,야,월,서울,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.90092698,37.50759076,1.0
2022,1,3,18,야,월,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.81535866,37.42295724,1.0
2022,1,3,22,야,월,강원,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,128.89957896,37.75564526,1.0
2022,1,4,15,주,화,전남,차량단독,기타,단일로,화물차,없음,126.82034174,34.40239027,1.0
2022,1,4,16,주,화,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.94680506,37.72353179,1.3
2022,1,4,17,주,화,부산,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,129.01594219,35.10310224,1.0
2022,1,4,17,주,화,부산,차대사람,기타,교차로,이륜차,보행자,129.02514424,35.1617992,1.0
2022,1,4,19,야,화,경기,차대차,안전운전 의무 불이행,단일로,승용차,승용차,126.69114002,37.82371271,2.4
2022,1,4,21,야,화,부산,차대차,안전운전 의무 불이행,단일로,승용차,기타,129.06481187,35.19161415,1.0
2022,1,5,4,야,수,서울,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.97235132,37.48404544,1.0
2022,1,5,4,야,수,경기,차대차,기타,단일로,승용차,승합차,126.97234989,37.33603141,2.0
2022,1,5,6,주,수,서울,차대사람,보행자 보호의무 위반,단일로,건설기계,보행자,126.97997878,37.47695852,1.0
2022,1,5,21,야,수,인천,차대차,안전운전 의무 불이행,단일로,승용차,승합차,126.50431732,37.74011097,1.6
2022,1,5,22,야,수,부산,차대차,안전거리 미확보,기타,승용차,승용차,129.04510851,35.12486862,1.6
2022,1,5,22,야,수,강원,차대사람,기타,단일로,승용차,보행자,128.15192614,37.40898176,1.0
2022,1,6,1,야,목,경기,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.14029506,37.82285835,1.0
2022,1,6,8,주,목,경북,차대사람,기타,단일로,승용차,보행자,129.35145311,36.71923938,2.4
2022,1,6,15,주,목,경남,차대차,신호위반,교차로,이륜차,승용차,128.46999787,35.58930643,1.0
2022,1,6,18,야,목,경북,차량단독,안전운전 의무 불이행,단일로,화물차,없음,128.7071966,36.43246593,1.0
2022,1,6,20,야,목,경기,차대사람,안전운전 의무 불이행,단일로,이륜차,보행자,126.78500317,37.49412877,1.0
2022,1,6,21,야,목,서울,차대사람,신호위반,단일로,이륜차,보행자,127.01417244,37.54619303,1.0
2022,1,6,22,야,목,전남,차량단독,안전운전 의무 불이행,교차로,승용차,없음,126.15262541,34.65434586,1.7
2022,1,7,1,야,금,경남,차대차,중앙선 침범,단일로,승용차,승용차,128.72973374,35.11131189,2.0
2022,1,7,6,주,금,광주,차대차,중앙선 침범,단일로,자전거,승용차,126.88528363,35.16122973,1.0
2022,1,7,14,주,금,경북,차대차,안전운전 의무 불이행,단일로,화물차,화물차,128.95363307,36.45017311,2.0
2022,1,7,14,주,금,경남,차량단독,안전운전 의무 불이행,단일로,화물차,없음,128.51590868,34.90771548,1.0
2022,1,7,21,야,금,대구,차대사람,신호위반,교차로,승용차,보행자,128.55719381,35.83764583,1.0
2022,1,8,5,야,토,경기,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.1250427,37.29036355,1.0
2022,1,8,6,주,토,경북,차대차,안전운전 의무 불이행,단일로,화물차,화물차,128.67707182,36.76702378,1.3
2022,1,8,6,주,토,경북,차대차,중앙선 침범,단일로,승용차,승용차,128.73286491,35.73965827,2.6
2022,1,8,10,주,토,충남,차대차,기타,교차로,원동기장치자전거,승합차,126.59073355,36.44706978,1.0
2022,1,8,18,야,토,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,129.08975106,36.62973834,1.0
2022,1,8,20,야,토,강원,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.65185154,38.11674394,3.7
2022,1,8,21,야,토,강원,차대차,기타,단일로,승용차,승합차,127.93975344,37.32204071,2.4
2022,1,9,1,야,일,경남,차량단독,기타,단일로,승용차,없음,128.77377648,35.13798769,1.0
2022,1,9,5,야,일,서울,차대차,안전운전 의무 불이행,단일로,승용차,승용차,126.91135998,37.5708097,2.5
2022,1,9,13,주,일,경북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,128.07528878,36.74590839,1.0
2022,1,9,18,야,일,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.05403198,36.96456186,1.0
2022,1,9,18,야,일,경기,차대차,교차로 통행방법 위반,교차로,승용차,이륜차,127.08365533,37.73130513,1.3
2022,1,9,21,야,일,경기,차대차,안전운전 의무 불이행,단일로,승용차,화물차,126.90152242,37.69337769,2.8
2022,1,10,2,야,월,경남,차대차,중앙선 침범,단일로,화물차,승용차,128.62160689,34.81387428,1.3
2022,1,10,3,야,월,전남,차대차,안전운전 의무 불이행,단일로,이륜차,승용차,126.59808824,34.5693791,1.0
2022,1,10,5,야,월,충남,차대차,중앙선 침범,단일로,승용차,승용차,126.99426665,36.85437287,4.1
2022,1,10,6,주,월,충남,차대차,안전운전 의무 불이행,단일로,건설기계,승용차,127.26120563,36.41012199,1.7
2022,1,10,6,주,월,인천,차대차,기타,교차로,화물차,건설기계,126.71983184,37.40495115,1.6
2022,1,10,9,주,월,대전,차량단독,안전운전 의무 불이행,단일로,화물차,없음,127.37748687,36.2846681,1.0
2022,1,10,10,주,월,인천,차대차,중앙선 침범,교차로,화물차,화물차,126.64753909,37.58133129,1.7
2022,1,10,13,주,월,경기,차대차,신호위반,교차로,자전거,승용차,126.92704062,36.98038704,1.0
2022,1,10,17,주,월,인천,차대사람,신호위반,단일로,특수차,보행자,126.69600744,37.46999541,1.0
2022,1,10,18,야,월,충남,차대사람,기타,교차로,승용차,보행자,127.10182461,36.15793147,1.0
2022,1,10,18,야,월,전북,차대사람,보행자 보호의무 위반,교차로,승용차,보행자,127.36960682,35.38908244,1.0
2022,1,10,20,야,월,경북,차대차,중앙선 침범,단일로,승용차,이륜차,128.35891048,36.10673957,1.0
2022,1,11,0,야,화,경기,차량단독,안전운전 의무 불이행,단일로,화물차,없음,127.35227087,37.25116756,1.0
2022,1,11,0,야,화,충북,차대사람,안전운전 의무 불이행,기타,승용차,보행자,127.44516828,36.63391496,1.0
2022,1,11,1,야,화,전북,차대차,중앙선 침범,교차로,자전거,화물차,126.92800709,35.6646687,1.0
2022,1,11,8,주,화,경북,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,128.33291727,36.10924007,1.0
2022,1,12,7,주,수,경남,차대사람,보행자 보호의무 위반,교차로,승용차,보행자,127.90591909,35.68403396,1.0
2022,1,12,9,주,수,서울,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.85551095,37.56411848,1.0
2022,1,12,10,주,수,전남,차량단독,안전운전 의무 불이행,단일로,화물차,없음,127.44846641,35.16615075,1.0
2022,1,12,13,주,수,서울,차대사람,신호위반,교차로,건설기계,보행자,126.83708122,37.51635332,1.0
2022,1,12,15,주,수,경기,차량단독,안전운전 의무 불이행,단일로,승용차,없음,127.01007969,37.30255396,1.7
2022,1,12,16,주,수,경북,차대차,신호위반,교차로,승용차,이륜차,129.37100988,36.01221256,1.0
2022,1,13,0,야,목,경기,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,126.94463569,37.36827305,1.0
2022,1,13,7,주,목,충북,차대사람,보행자 보호의무 위반,단일로,승용차,보행자,127.37252084,36.66610587,1.0
2022,1,13,12,주,목,경북,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,128.25883736,35.71276525,1.0
2022,1,13,15,주,목,경기,차대사람,안전운전 의무 불이행,단일로,이륜차,보행자,127.00219002,37.78638429,1.3
2022,1,13,22,야,목,서울,차대차,중앙선 침범,단일로,화물차,이륜차,126.89774403,37.5122616,2.6
2022,1,13,22,야,목,강원,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,127.72821399,37.89914888,1.0
2022,1,13,23,야,목,충남,차대차,중앙선 침범,단일로,승용차,승용차,127.1283601,36.78266038,2.4
2022,1,14,4,야,금,전북,차량단독,안전운전 의무 불이행,교차로,승용차,없음,126.59462411,35.94894983,1.0
2022,1,14,10,주,금,경기,차대차,중앙선 침범,단일로,화물차,화물차,127.33495492,37.28539794,1.7
2022,1,14,20,야,금,경기,차대차,안전운전 의무 불이행,단일로,화물차,이륜차,126.85976554,37.44654235,1.0
2022,1,14,21,야,금,부산,차대차,안전운전 의무 불이행,단일로,이륜차,화물차,129.1828359,35.32142683,1.0
2022,1,15,13,주,토,경기,차대차,안전운전 의무 불이행,교차로,승용차,이륜차,127.17032774,37.43509831,1.0
2022,1,15,13,주,토,경남,차대차,안전거리 미확보,단일로,승용차,이륜차,128.70722551,35.14381748,1.0
2022,1,15,14,주,토,인천,차대차,중앙선 침범,교차로,이륜차,승용차,126.64566817,37.39082803,1.9
2022,1,15,16,주,토,전남,차량단독,안전운전 의무 불이행,기타,승용차,없음,126.51382583,34.40425321,1.0
2022,1,15,18,야,토,경기,차대차,안전운전 의무 불이행,단일로,승용차,기타,126.97598844,37.39560157,1.0
2022,1,15,18,야,토,경기,차대사람,보행자 보호의무 위반,교차로,승용차,보행자,127.11967719,37.70878549,1.0
2022,1,15,20,야,토,대전,차대차,기타,단일로,승용차,자전거,127.32052025,36.34179926,1.0
2022,1,15,21,야,토,경기,차대사람,보행자 보호의무 위반,교차로,승합차,보행자,126.86742828,37.4736514,1.0
2022,1,15,22,야,토,경남,차량단독,안전운전 의무 불이행,교차로,화물차,없음,128.41747451,35.11204887,2.4
2022,1,16,20,야,일,경기,차대차,안전운전 의무 불이행,단일로,원동기장치자전거,화물차,127.28130229,37.65766663,1.0
2022,1,16,21,야,일,충남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.13145272,36.9206385,1.0
2022,1,16,22,야,일,경남,차대차,신호위반,교차로,이륜차,승용차,128.90066347,35.23541447,1.3
2022,1,17,6,주,월,경기,차대사람,신호위반,교차로,승용차,보행자,127.10441775,37.34234261,1.0
2022,1,17,6,주,월,광주,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,126.87109574,35.21276108,1.0
2022,1,17,14,주,월,제주,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.56419685,33.50395023,1.0
2022,1,17,15,주,월,강원,차대사람,안전운전 의무 불이행,단일로,건설기계,보행자,128.20208145,37.35529759,1.3
2022,1,17,23,야,월,서울,차대차,신호위반,단일로,승용차,승용차,126.85861742,37.52798246,1.7
2022,1,17,23,야,월,인천,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,126.63487013,37.46630973,1.0
2022,1,18,5,야,화,전남,차량단독,안전운전 의무 불이행,기타,승용차,없음,126.99585394,35.22869179,2.0
2022,1,18,6,주,화,전남,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.75919995,35.07395205,1.0
2022,1,18,15,주,화,경기,차대사람,안전운전 의무 불이행,교차로,화물차,보행자,127.21425872,37.63553055,1.0
2022,1,18,16,주,화,대전,차대차,안전운전 의무 불이행,교차로,화물차,이륜차,127.43332155,36.36181244,1.0
2022,1,18,17,주,화,경기,차대사람,신호위반,교차로,이륜차,보행자,126.78904702,37.443416,1.7
2022,1,18,17,주,화,경기,차량단독,안전운전 의무 불이행,단일로,승용차,없음,126.83418801,37.24509716,1.7
2022,1,18,17,주,화,강원,차대사람,보행자 보호의무 위반,교차로,화물차,보행자,127.74946876,37.88454968,1.7
2022,1,18,18,야,화,전남,차대사람,교차로 통행방법 위반,교차로,승용차,보행자,126.59010656,34.35783384,1.0
2022,1,18,18,야,화,제주,차대차,안전운전 의무 불이행,단일로,승용차,농기계,126.63682389,33.50285407,1.0
2022,1,19,5,야,수,대구,차대사람,기타,교차로,승용차,보행자,128.56122004,35.85313536,1.0
2022,1,19,7,주,수,인천,차대사람,신호위반,단일로,승용차,보행자,126.70514567,37.48486637,1.0
2022,1,19,11,주,수,강원,차대차,안전운전 의무 불이행,단일로,승용차,화물차,128.29882099,37.91792978,2.6999999999999997
2022,1,19,12,주,수,전북,차대차,기타,교차로,화물차,승용차,126.76170718,35.90723275,1.0
2022,1,19,18,야,수,강원,차대차,안전거리 미확보,단일로,화물차,화물차,128.7984918,37.8871607,2.0
2022,1,19,19,야,수,전남,차대차,기타,교차로,승용차,승용차,126.74287755,34.32373946,1.3
2022,1,19,20,야,수,경기,차대차,안전운전 의무 불이행,단일로,화물차,화물차,127.42636896,37.23712983,1.0
2022,1,20,6,주,목,대구,차대사람,기타,단일로,승용차,보행자,128.49528404,35.85140065,1.7
2022,1,20,13,주,목,부산,차대사람,보행자 보호의무 위반,단일로,화물차,보행자,129.08108434,35.11991455,1.0
2022,1,20,17,주,목,경남,차대차,신호위반,교차로,이륜차,승용차,128.69660131,35.21361147,1.0
2022,1,21,4,야,금,충남,차량단독,안전운전 의무 불이행,단일로,승용차,없음,126.94523938,36.78230792,2.0
2022,1,21,5,야,금,전남,차대사람,안전운전 의무 불이행,단일로,건설기계,보행자,126.51294966,35.07521851,1.0
2022,1,21,7,주,금,경기,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.80438118,37.48194102,1.0
2022,1,21,12,주,금,충북,차대차,안전운전 의무 불이행,단일로,화물차,화물차,127.49369925,36.81100614,2.9
2022,1,21,18,야,금,충남,차대차,안전운전 의무 불이행,단일로,이륜차,승용차,126.65539171,36.90304554,2.2
2022,1,22,12,주,토,부산,차량단독,안전운전 의무 불이행,교차로,자전거,없음,129.01540986,35.14781112,1.0
2022,1,22,13,주,토,서울,차대차,안전거리 미확보,단일로,원동기장치자전거,승용차,126.89475426,37.49295736,1.0
2022,1,22,20,야,토,충남,차량단독,안전운전 의무 불이행,교차로,승용차,없음,126.6844999,36.66477038,1.0
2022,1,22,20,야,토,전남,차량단독,안전운전 의무 불이행,단일로,농기계,없음,126.88309484,34.39678887,1.0
2022,1,22,23,야,토,충북,차량단독,안전운전 의무 불이행,기타,승용차,없음,127.54989978,36.75656473,1.0
2022,1,23,5,야,일,전남,차대사람,안전운전 의무 불이행,단일로,화물차,보행자,127.32890658,34.78125657,1.0
2022,1,23,6,주,일,인천,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,126.61691505,37.45651449,1.3
2022,1,24,6,주,월,충남,차대사람,안전운전 의무 불이행,교차로,승용차,보행자,126.5124824,36.15187101,1.0
2022,1,24,6,주,월,충남,차대차,안전운전 의무 불이행,단일로,승용차,농기계,126.19794064,36.75939349,1.0
2022,1,24,8,주,월,부산,차대사람,보행자 보호의무 위반,단일로,승용차,보행자,129.09389107,35.13516425,1.0
2022,1,24,11,주,월,경남,차대차,중앙선 침범,단일로,특수차,승용차,128.4830645,35.02178059,1.0
2022,1,24,13,주,월,경기,차대사람,기타,교차로,화물차,보행자,126.89759813,37.65547492,1.0
2022,1,24,18,야,월,전남,차대사람,보행자 보호의무 위반,교차로,승용차,보행자,127.48419425,34.96014135,1.0
2022,1,24,18,야,월,경남,차량단독,안전운전 의무 불이행,단일로,화물차,없음,128.13579386,35.6110894,1.0
2022,1,24,19,야,월,경기,차대차,신호위반,교차로,이륜차,승용차,127.11278675,37.40322251,1.0
2022,1,24,19,야,월,경북,차대차,안전운전 의무 불이행,단일로,화물차,특수차,128.36106947,36.0907847,1.3
2022,1,25,1,야,화,서울,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,126.84357509,37.53717466,1.0
2022,1,25,4,야,화,서울,차대차,안전운전 의무 불이행,단일로,승용차,화물차,127.05800471,37.45794189,1.0
2022,1,25,6,주,화,충북,차대사람,안전운전 의무 불이행,단일로,승용차,보행자,127.49430731,36.62349709,1.0
2022,1,25,11,주,화,경남,차대사람,보행자 보호의무 위반,단일로,화물차,보행자,128.32673818,34.97725655,1.0
2022,1,25,12,주,화,경남,차량단독,안전운전 의무 불이행,단일로,사륜오토바이(ATV),없음,127.94242745,35.02315244,1.3
2022,1,25,16,주,화,제주,차대사람,안전운전 의무 불이행,단일로,승합차,보행자,126.49524695,33.48858281,1.0
2022,1,25,19,야,화,강원,차대차,신호위반,교차로,이륜차,이륜차,128.89147144,37.75793134,1.0
2022,1,25,23,야,화,경기,차대차,안전운전 의무 불이행,단일로,승용차,화물차,126.87870392,37.11281509,1.0
2022,1,26,5,야,수,전북,차대차,기타,교차로,승용차,승용차,127.14868015,35.81367927,1.0
2022,1,26,14,주,수,충남,차대차,중앙선 침범,교차로,자전거,화물차,127.107266,36.199277,1.0
2022,1,26,16,주,수,전남,차량단독,안전운전 의무 불이행,기타,이륜차,없음,127.32233998,34.83630029,1.0
2022,1,26,21,야,수,충남,차대사람,안전운전 의무 불이행,기타,승용차,보행자,127.19241014,36.90551433,1.0
2022,1,27,2,야,목,경기,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.22300355,37.27819406,1.0
2022,1,27,4,야,목,경기,차대사람,기타,단일로,화물차,보행자,127.1517647,37.44294109,1.0
2022,1,27,5,야,목,전남,차대차,안전운전 의무 불이행,단일로,특수차,화물차,126.78381213,35.29060542,1.7
2022,1,27,7,주,목,경남,차대사람,신호위반,단일로,화물차,보행자,128.60204422,35.43362577,1.0
2022,1,27,8,주,목,전남,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,127.61593881,34.84907165,1.0
2022,1,27,10,주,목,경북,차량단독,안전운전 의무 불이행,단일로,이륜차,없음,129.29690872,36.42139478,1.0
